vid_title,vid_id,publish_date,channel_title,channel_id,category_id,duration,views,likes,comments
"Mashrafe Junior - মাশরাফি জুনিয়র | EP 615 | Bangla Natok 2022 | Fazlur Rahman Babu, Shatabdi Wadud",iyx-Equp26g,2022-12-14T15:30:06Z,Deepto TV,UC-xwwLWkh1Ypt90iJ7BvBew,24,PT20M40S,179412,4857,135
ВСУ активно взялись за Крым: россияне даже не скрывают будущий побег,jSDC-IAc86g,2022-12-15T09:30:06Z,УНІАН,UCKCVeAihEfJr-pGH7B73Wyg,25,PT5M35S,210234,9704,1362
QUI EST LA PERSONNE LA PLUS CONNUE DU MONDE ?,wg7_zDWMevU,2022-10-11T15:55:30Z,Le Bonbon,UC_krGKDGE4teqwZqeb2ePvQ,24,PT20S,169307,3985,161
"Steve and Maggie in the Jungle + Bigfoot, Ice Cream & More | Best Stories for Kids | Wow English TV",d9nB2FXVG30,2022-12-14T13:45:02Z,STEVE AND MAGGIE,UCx1xhxQyzR4TT6PmXO0khbQ,27,PT1H39S,169504,632,0
El Próximo Domingo final soñada en #Qatar2022: Messi vs Mbappe,cAQBejynRbM,2022-12-15T00:23:29Z,Liberman Martin,UCEmEP2l0A6XLCGYGiToCKaQ,17,PT13M48S,168033,12237,1372
I might get cancelled in our new Minecraft server for this...,1u1wEURmPu0,2022-12-14T20:02:51Z,Nogla,UCvPW1W4WlpTgNezZzwIstLA,20,PT16M42S,157489,11206,572
"‘대장동 키맨’ 김만배, 극단적 선택 시도…“나 때문에 여럿이 고통” | 뉴스A 라이브",qDt-vKwWUuM,2022-12-15T04:46:46Z,채널A 뉴스,UCfq4V1DAuaojnr2ryvWNysw,25,PT10M1S,187470,4268,1268
SMTOWN 'Jingle Bell' MV,Y7cebaG8gGo,2022-12-15T01:00:10Z,SMTOWN,UCEf_Bc-KVd7onSeifS3py9g,10,PT4M13S,150087,12820,816
Всего ТРИ ингредиента! ЭТОТ САЛАТ МЫ ГОТОВИМ АБСОЛЮТНО на ВСЕ ПРАЗДНИКИ! | Кулинарим с Таней,vtevnTGXDbE,2022-12-14T15:43:19Z,Кулинарим с Таней 2.0,UCIyQATrj3zUcGmx3FsNZvtA,26,PT8M1S,145885,15423,524
Ukrainians clear thousands of mines and booby trapped bodies in Donetsk fields,gE9-uk5-M1g,2022-12-14T20:00:12Z,The Sun,UCIzXayRP7-P0ANpq-nD-h5g,25,PT4M14S,144549,1911,180
Al Fondo hay Sitio 9: Diego molesto tras perder (Capítulo n° 122),-G3htlIsSjE,2022-12-14T17:33:09Z,Al Fondo hay Sitio - AFHS,UCRFUzVEen4SIFW1pJn0u0nw,24,PT12M18S,200226,2361,122
Le coté dont les influenceurs ne parlent pas...,qjTR_0Kywb8,2022-06-18T15:30:07Z,Sami Loft,UCP76JVdzmevOrkCgqF1rvLA,24,PT16S,190948,13092,244
Essa nem minha mãe sabia😱,GYiyFHMi5fs,2022-09-02T12:50:46Z,Sibele Farias - Loja Sibele Farias,UCyLJO5yEZkMUpbkqLnKroxA,24,PT31S,190760,10562,57
bijlle.bijlee dance double.role #shorts,wrFhb9YH7_Q,2022-01-06T06:31:59Z,Vikalp Mehta,UCNyD2kHcWMx4yp37iyJngJQ,23,PT23S,182294,7792,53
𝐏𝐥𝐚𝐲𝐥𝐢𝐬𝐭 케이팝에 미쳤습니까 휴먼? 예. 요즘 듣는 내 취향 플리 9,MzAC3mrnji4,2022-10-05T22:35:07Z,구구 𝐏𝐥𝐚𝐲𝐥𝐢𝐬𝐭,UCiP2emCKINsxww1nG7-krlg,10,PT2H21M35S,167369,1860,46
大間の100kgマグロを丸ごと買い取る！！,rv0s1M59C-U,2022-12-15T09:30:17Z,釣りよかでしょう。,UC4QadOSsJu54Qs8z99shRiQ,17,PT21M10S,201346,6534,282
Mark Meadows texts with 34 Republican members of Congress trying to overturn election results,_EZeREwPBdo,2022-12-15T02:25:56Z,Glenn Kirschner,UCrWmonkmTk5NbvmVnc7f70w,25,PT9M16S,164717,13172,2565
Santo Rosário 15/12 -  |  Exército de São Miguel 2022 - HESED,TBxa90OCn2o,2022-12-15T10:12:48Z,Ir Kelly Patricia OFICIAL / Instituto Hesed,UCm_nEAH7DCfjmXUbNkN6JFw,22,PT2H2M11S,161761,46606,403
True Story of RAINBOW GOD in Minecraft!,CusjLxBBsK0,2022-12-14T21:00:04Z,PrincessHana,UC-Dx5CzIpfctGNYsn2rVwXw,20,PT19M17S,163652,6235,236
فطور 15🌙أول روتين فالكوزينتنا جديدة🥳او متسوروش كيف ولات😲او مقديناش على فرقها😥 تصدمنا فيهم🤔,E0cFc0g1c2U,2022-04-17T20:53:22Z,zohra tv زوهرة,UCmGXCgg-pPmIR0h5sCT73eQ,22,PT13M32S,152162,7410,311
Minecraft But We’re On ONE MEGA BLOCK!,t5ytWzu92hM,2022-12-15T04:00:14Z,Nico,UCTn7pr9tqS0ySAB2UyXse6w,20,PT20M18S,224754,4030,171
Bhagwan ne Pk ko kya kaha | Akshay kumar |Amir khan |omg |pk  #shorts,jPs8VdIf0kk,2022-04-11T11:15:04Z,Vikalp Mehta,UCNyD2kHcWMx4yp37iyJngJQ,23,PT1M1S,148040,13289,65
Mere Dil Ki chahat Tu || New School Love Story || Heart Touch,__dPLIkcpuE,2022-02-21T05:23:26Z,Heart Touch,UC4TJ87A26TvMFpJoid5x-hw,22,PT6M23S,145067,989,13
Unboxing Souvenir Pernikahan KAESANG dan ERINA | PAGI PAGI AMBYAR (14/12/22) P2,czob413pPD0,2022-12-14T09:27:34Z,TRANS TV Official,UCIohHXwCEKxWCLvAguJ-GjA,24,PT19M29S,145023,1482,136
İNSANLAR EŞYA OLSAYDI || 123 GO Like! Gerçek Hayattan Havalı Yemek ve Makyaj Anlar,rdP7NXEGLEw,2022-04-10T15:00:32Z,123 GO LIKE! Turkish,UCbYDXfPfvbi2sWUEdjzLIOA,24,PT7M44S,135945,1233,26
"Share If You Agree with this Thought - "" India Today "" Short Film | Yashvin Kalluri",GwTvk1xzwzI,2022-11-09T10:57:11Z,Yashvin Kalluri,UCcx7J1xodO8jVbcEvbyYM6g,24,PT45S,134146,7953,17
Snyder vs. Cox | Official Trailer,yhvCgigAAi0,2022-01-22T19:03:34Z,RUDIS,UCE9hwh0LjFSouUow2iT6meg,17,PT1M13S,132730,132,13
Fiquei Ricaaaaaaa do nada,8f4HCjtzi4I,2022-08-30T23:16:35Z,Sibele Farias - Loja Sibele Farias,UCyLJO5yEZkMUpbkqLnKroxA,24,PT26S,131807,5326,35
"최악은 피했지만, 당분간 고금리는 이어진다  f.김효진 위원 [심층인터뷰]",LsLrge5yW9c,2022-12-15T01:53:28Z,삼프로TV_경제의신과함께,UChlv4GSd7OQl3js-jkLOnFA,27,PT33M35S,128719,2695,133
"“Griezmann dan Tchuimeni Ribut : Terbaik Messi atau Mbappe"" Reaksi Pemain Prancis Menghadapi Messi",lCoz-Xky3lQ,2022-12-15T04:55:07Z,GL NEWS,UCu7cw96gQudiCgRPsIr0_PA,20,PT5M25S,140027,2035,628
Vous faites faux vos salades de fruits!!,zArB7pgK2Ik,2022-10-23T15:00:41Z,Sami Loft,UCP76JVdzmevOrkCgqF1rvLA,24,PT1M,125867,10770,64
Como não amar???❤️,MvzmEjaTF0g,2022-10-23T22:57:51Z,Sibele Farias - Loja Sibele Farias,UCyLJO5yEZkMUpbkqLnKroxA,24,PT6S,124320,4748,20
Bosan Ditumis Coba Kangkung Dibikin Seperti Ini Dijamin Lebih Segar ‼️ || #shorts,W89vmKLIJWE,2022-09-15T12:07:40Z,Mona Rendra,UCqWGuHLSsAuPWfz1NLa0_BA,22,PT50S,117350,1000,31
مي حليمة صدماتنا😲او با الحجوي او العريسات فيها تفاجؤ😳او ها علاش طلبة دعواتكم🤲😥,i46Gc7ZaWmo,2022-02-16T12:37:34Z,zohra tv زوهرة,UCmGXCgg-pPmIR0h5sCT73eQ,22,PT14M4S,114955,5385,269
Aaja Mahi | A School Crush Love Story | School Life | Heart Touch,rbH49U4z0QI,2022-04-09T07:00:03Z,Heart Touch,UC4TJ87A26TvMFpJoid5x-hw,22,PT6M42S,114782,816,13
حياة عيلتنا: سفر البنات #shorts,sVUssDJ7ao0,2022-04-18T11:36:50Z,OurFamilyLifeShorts,UCx9R02FLwmLOIr0ViM_M2Bw,22,PT53S,114914,6571,16
Is the rushed dismantling of COVID restrictions premature? | DW News,R30PYWMA8Go,2022-12-14T23:00:15Z,DW News,UCknLrEdhRCp1aegoMqRaCZg,25,PT8M45S,108776,1143,926
Đi Nhật 7 năm vẫn quyết về Nước Bán Heo quay Lạng Sơn Lá Mắc Mật da giòn rụm ở Sài Gòn,IqLeNnG-QAw,2022-12-14T23:00:07Z,PHẠM DŨNG,UCHxOYOnx9wocECuPqM54q-g,22,PT36M54S,112669,2698,275
I went to space and discovered an enormous lie | Ron Garan,pJGCAWTgbn0,2022-12-14T14:00:23Z,Big Think,UCvQECJukTDE2i6aCoMnS-Vg,27,PT7M37S,100702,6419,599
這群人 TGOP │入戲太深的經典語錄 ft.蕭煌奇、HUSH  Classic Quotations When You Are Obsessed with TV Programs,mW-5IAupTyw,2022-12-15T11:00:08Z,這群人TGOP,UC6FcYHEm7SO1jpu5TKjNXEA,24,PT14M36S,117682,5081,224
KPU Angkat Bicara soal Gagalnya Partai Ummat Maju di Pemilu 2024 | Apa Kabar Indonesia Pagi tvOne,GuyO-ALu1Zg,2022-12-15T02:33:34Z,tvOneNews ,UCER4rvDnRBPr_ncYW4UCZjg,25,PT12M44S,99595,915,1246
HASTANEYE GİZLİCE YEMEK GÖTÜRME İPUÇLARI || 123 GO Like! Şekerleme Gizlemenin Zekice Yolları,SGki3G5hsks,2022-02-14T20:19:12Z,123 GO LIKE! Turkish,UCbYDXfPfvbi2sWUEdjzLIOA,24,PT8M15S,94451,798,19
Dadi lungi pehen lo  apni | Akshay kumar comedy #shorts,cRk1Elxzwto,2022-02-15T01:57:08Z,Vikalp Mehta,UCNyD2kHcWMx4yp37iyJngJQ,23,PT20S,94959,4401,10
Lanvee - ලංවී | Episode 203 | 2022-12-14,j2oQrKAtx9M,2022-12-14T16:00:10Z,Hiru TV,UCOtYyt7W5PmPnwQjWWF_Z-Q,24,PT18M43S,95277,2817,172
Bupati Karanganyar Juliyatmono: Presiden Jokowi Pilih Hadiah Rumah setelah Lengser di Karanganyar,8pndvD2lbx4,2022-12-15T08:44:12Z,Tribunnews,UCmxAIW7RDDC88EPk4ry16Kg,25,PT6M18S,117820,595,170
'Russia is going to be defeated in Ukraine' | Ben Wallace full interview,UuHbcM9Gg40,2022-12-15T08:15:06Z,Times Radio,UCTjDhFuGXlhx9Us0gq0VK2w,25,PT20M10S,114211,4192,1570
zgadłem dokładną lokację w 0.4 sekundy #shorts,_KUNX6jP1I8,2022-11-11T11:30:09Z,GeoMex,UCzFmKu4EFwYOS1hvakYLkAA,20,PT43S,90333,4469,116
😂I Slowly Make My Girlfriend FAT in Minecraft…,nNaAJ6tZFU0,2022-12-15T07:30:12Z,Gaming Insects,UCWRWUAPowgvDTeS3eWPZuwg,20,PT22M48S,122293,7436,286
مانشستر سيتي يهزم أتلتيكو مدريد .. لاعب واحد يخلق الفارق,JtiTuooOc6k,2022-04-06T09:07:40Z,سيلفي سبورت,UCrMd6lrIFEniqb_J1_p_Q7g,17,PT9M17S,90016,7884,174
中印衝突傳解放軍傷者多 吳：中共不信任藏人「藏原環境惡劣外地人打不贏」！？【關鍵時刻】吳子嘉,Q2_K7l2bNj0,2022-12-15T03:00:18Z,關鍵時刻,UCKQVSNdzGBJSXaUmS4TOWww,25,PT14M12S,94793,1077,141
OK These Dad Jokes Got Me,vL9R6pfoY70,2022-04-27T18:30:46Z,swiftor,UCIGcNlKQTDKyL7aZoqbR4bw,20,PT19S,89005,6977,18
SINIFA MAKYAJ MALZEMESİ GÖTÜRME ZAMANI! || 123 GO Like! Okula Dönüş Makyaj Tüyoları,XuzYUzBGPT8,2022-01-28T14:00:14Z,123 GO LIKE! Turkish,UCbYDXfPfvbi2sWUEdjzLIOA,24,PT10M46S,88725,825,45
Hitman Under Fire For 11 Minutes Straight  😬Wild 'N Out,b-Qe18Qv2Fs,2022-12-14T21:00:15Z,Wild 'N Out,UCrkzfc2yf-7q6pd7EtzgNaQ,24,PT11M1S,89047,2852,124
Ezel Bayraktar'ın dikkat çeken para transferleri - Müge Anlı ile Tatlı Sert 15 Aralık 2022,AvE5IOJMTBg,2022-12-15T07:52:17Z,Müge Anlı ile Tatlı Sert,UC0XZpoAPTm_1UJvFQiVg_hg,24,PT10M45S,92203,Disabled,0
A Good Night Out Starts Here (Red Flag),WPMyVFTunaE,2022-08-08T18:30:35Z,AGLC,UCP4KAS0VjZ0uRMM221zFpKg,27,PT21S,85947,2,0
"마크에 없는 ""그 블록""으로 인테리어 하기",Otob2FwqdfM,2022-12-15T07:47:25Z,잠뜰 TV,UCg7rkxrTnIhiHEpXY1ec9NA,20,PT24M35S,148885,6078,464
ELLE TRANSFORMS INTO WEDNESDAY **VIRAL NETFLIX SHOW**,buDUHXHTvrM,2022-12-15T04:21:56Z,The ACE Family,UCWwWOFsW68TqXE-HZLC3WIA,22,PT11M18S,101762,9333,1082
Kyiv successfully repels massive Russian drone strike | World News | TVP World,lmw-iMtis3c,2022-12-14T21:02:49Z,TVP World,UCBjUPsHj7bXt24SUWNoZ0zA,25,PT30M17S,85058,1962,174
KEUZE MAKEN IS MOEILIJK! 😂 #sketchcomedy,FN8EIeO0pGQ,2022-11-03T15:00:08Z,Jochen,UCTHALGbOUwi1gTdRJlSZ-1A,24,PT32S,84061,5949,26
I CREATED A NFL FRANCHISE & SIGNED THE BEST QB IN NFL! Memphis Egyptians #3.,mTwYInpVswc,2022-12-14T21:16:19Z,TDBarrett,UCYdHjl9aX-8Fwyg0OBOL21g,20,PT1H12M53S,83574,4597,642
"박지원 ""국정원 자료, 삭제 가능하더라…지시는 안 해"" / TV CHOSUN 신통방통",fv-PGC9GkI8,2022-12-15T04:39:18Z,뉴스TVCHOSUN,UCWlV3Lz_55UaX4JsMj-z__Q,25,PT12M20S,67563,2408,705
"요즘 누가 종이로 넘겨?…은행 달력, 없어서 못 구한다 / SBS / 실시간 e뉴스",uesnmEvmA9g,2022-12-15T00:36:46Z,SBS 뉴스,UCkinYTS9IHqOEwR1Sze2JTw,25,PT1M10S,49144,232,124
Live : ไทยรัฐนิวส์โชว์ คนข่าวตัวจริง เล่าข่าวถึงใจ | 15 ธ.ค. 65 (ช่วงที่ 1),BbGaeYyixHo,2022-12-15T12:56:28Z,Thairath Online,UCrFDdD-EE05N7gjwZho2wqw,25,PT52M5S,49772,596,6
Aizal Kay Social Media Accounts Bana Diye | Must Follow Her,wPU6AIFv50Y,2022-12-15T11:38:27Z,Zulqarnain Sikandar,UC08VZNOIQjGzk1Ws1dyGMqQ,22,PT9M20S,66621,6222,264
Live - Shiv Mahapuran Katha ||  Day - 2 || Kandivali West. Mumbai || 14 To 22 Dec 2022 || DnThakurJi,VA8uCR0JLzY,2022-12-15T14:34:41Z,Shri Devkinandan Thakur Ji ,UCHq7ZxlzRRXimaBmk5QAxSQ,22,PT3H50M3S,52194,6965,77
C'est DÉJÀ BOUILLANT entre l'Argentine et la France ! | Revue de presse,rDwX_omIlE8,2022-12-15T10:16:47Z,Foot Mercato,UCrzDtXyuSBch2u_31JJj-Dw,17,PT5M5S,77922,4119,467
"Bharat Jodo Yatra में शामिल हुए किन्नर समाज के लोगों की Rahul Gandhi से क्या उम्मीदें हैं, सुनिए...",XBJJqsxAzeY,2022-12-15T10:00:27Z,Indian National Congress,UCjfYRVmU3JrKN78mLJHHUPQ,25,PT2M15S,53140,Disabled,205
#505 Độc Lạ Đức Phần 2: Những Cao Tốc Không Giới Hạn Tốc Độ!!!,qGZQtHZHaFk,2022-12-15T10:02:24Z,VFacts,UCf6gW1swSLhhsSQaOGNcM5w,24,PT13M47S,35821,1981,94
"""왕따 가해자 결혼 말려달라""…동창생 시가에 과거 폭로 / JTBC 사건반장",dsnndWXveLs,2022-12-15T11:06:08Z,JTBC News,UCsU-I-vHLiaMfV_ceaYz5rQ,25,PT6M11S,40550,701,323
ये है चाहतें | Rudraksh Khurana's family caught in a scandal!,6Uo7dteJUYM,2022-12-15T04:45:00Z,StarPlus,UC-LPIU24bQXVljUXivKEeRQ,24,PT10M10S,35207,587,3
"UP Crime News: एडिश्नल एसपी पर हमला मामले में माफिया Mukhtar Ansari दोषी करार, मिली 10 साल की सजा",3coQh8hyvHo,2022-12-15T09:40:43Z,IndiaTV,UCttspZesZIDEwwpVIgoZtWQ,25,PT7M21S,42287,1143,124
"«Белый лотос», «Сплетница» и другие сериалы лишились в России сцен с геями и сексом",M5MXPrQYbBI,2022-12-15T05:00:07Z,Телеканал Дождь,UCdubelOloxR3wzwJG9x8YqQ,25,PT10M23S,31101,1705,620
Επαναπροσέγγιση... γιοκ: Σοκ στην Τουρκία από το διάταγμα Σίσι που θωρακίζει και την Κρήτη,K4WofKGwKcg,2022-12-15T08:14:39Z,SKAI.gr,UCmHgxU394HiIAsN1fMegqzw,25,PT8M37S,42460,449,Disabled
Vlad y Niki aprenden a cocinar y más historias divertidas para niños,EN4E_LV-Mdk,2022-12-15T06:00:04Z,Vlad and Niki ESP,UCZLl7vfqlRjVL4YBHGmLVvQ,24,PT8M33S,34762,296,Disabled
Can You Feel It? with Salma Hayek Pinault | The Tonight Show Starring Jimmy Fallon,5h6NCB5RvYQ,2022-12-15T04:57:26Z,The Tonight Show Starring Jimmy Fallon,UC8-Th83bH_thdKZDJCrn88g,23,PT7M7S,38316,1677,199
'재력 과시' 래퍼 도끼 세금체납자 명단에 (2022.12.15/뉴스데스크/MBC),O-QXq_v1V8M,2022-12-15T12:38:44Z,MBCNEWS,UCF4Wxdo3inmxP-Y59wXDsFw,25,PT2M11S,30859,384,406
Blacktail - Launch Trailer | PS5 Games,YS1DS1-DD6M,2022-12-15T09:00:27Z,PlayStation,UC-2Y8dQb0S6DtpxNgAKoJKA,20,PT1M36S,23103,603,61
RAYRON X บ้านห้วยขาบ  จังหวัด น่าน,ODeC3uTZyRg,2022-12-15T11:00:20Z,Rayron : เร่ร่อน,UCuNqEqF82RcuplsEyKztKtw,19,PT22M13S,20673,1445,96
是时候说再见，我们决定了分开，谢谢一路上的陪伴与鼓励。最后一次见面很多感触，祝愿你会遇到更适合你的人，最后的合作 Thank You！Our Last Dance,J3MukPMlhtA,2022-12-15T12:00:17Z,Musang King Channel,UC7RZ9CXbSc6MRKtOOGCeqJA,24,PT23M9S,21026,1199,64
Woj: There's no guarantees Lonzo Ball plays at all this season for the Bulls | NBA Countdown,0v17lVTqdZQ,2022-12-15T01:05:04Z,ESPN,UCiWLfSweyRNmLpgEHekhoAg,17,PT3M39S,18901,229,77
The Drone,CK_kVQorEGk,2022-10-01T04:00:16Z,YouTube Movies,UCuVPpxrm2VAgpH3Ktln4HXg,30,PT1H21M55S,Private,308,65
"Julia Hartley-Brewer's verdict on Harry and Meghan’s Netflix series: ‘Just shut up!""",dt2JFRyVJ-o,2022-12-15T11:04:39Z,TalkTV,UCm0yTweyAa0PwEIp0l3N_gA,25,PT8M57S,22060,2037,763
Pinocchio,c-zaZE7LjnY,2022-10-01T04:00:31Z,YouTube Movies,UCuVPpxrm2VAgpH3Ktln4HXg,30,PT1H24M1S,Private,220,49
Pinpoint Russian strike turns Ukraine Army vehicle into junk | Chaos in Limansky direction,ZgOtX39FFNs,2022-12-15T09:20:16Z,Hindustan Times,UCm7lHFkt2yB_WzL67aruVBQ,19,PT2M10S,17989,337,106
Unexplained leak on International Space Station delays Russian spacewalk,LwNhLtiTpaM,2022-12-15T12:00:09Z,South China Morning Post,UC4SUWizzKc1tptprBkWjX2Q,25,PT1M7S,21536,342,112
Jornal da CBN - 15/12/2022,XEXL_ocVKxA,2022-12-15T12:43:22Z,Rádio CBN,UCbiGwU0-W1XCDUrt3BTVrag,25,PT3H28M55S,15602,578,0
Apple Guavas! layered pudding in no time & guava curry were delicious & scrumptious | Traditional Me,XhbKGsIzklo,2022-12-15T13:25:23Z,Traditional Me,UCfCw8GGyGpXmtxDTNJ7J5VA,26,PT24M23S,18131,2236,178
"Thai princess collapses from heart condition, palace says - BBC News",yeQE8cCwUd4,2022-12-15T13:00:35Z,BBC News,UC16niRr50-MSBwiO3YDb3RA,25,PT3M48S,17219,375,262
Cameron Akváriuma - Avatar: A Víz Útja 🎬,lQ7SHy0Y2yo,2022-12-15T08:25:05Z,Otherworld,UCYufxNN4JYBVQ7zL1Khb7sQ,1,PT9M2S,15303,1067,95
YaC 22. Городские сервисы,pNCMatsl_o4,2022-12-15T09:01:51Z,Яндекс,UCixlrqz8w-oa4UzdKyHLMaA,28,PT28M8S,16488,688,120
Fed Up Texas Paul OBLITERATES Tucker Carlson CIA Twitter Collusion Lies,UBj9vIa3e2g,2022-12-15T14:00:13Z,MeidasTouch,UC9r9HYFxEQOBXSopFS61ZWg,25,PT14M4S,16128,2846,585
MRBEAST CHEGOU NO FORTNITE!,15ObuQQGzSE,2022-12-15T13:00:01Z,Patriota,UCR6m35Pw1Of4UeVOY9FoOiQ,20,PT20M48S,13685,4095,213
[AO VIVO] BORA BRASIL - 15/12/2022,sVwJkGmKbAg,2022-12-15T12:36:35Z,Band Jornalismo,UCoa-D_VfMkFrCYodrOC9-mA,25,PT1H30M16S,13621,314,3
แฉ “แม่โย ทัศน์วรรณ - แม่อี๊ด ดวงใจ” คู่เพื่อนซี้เล่าความสุขในวัยเลข 7 | FULL | 14 ธ.ค. 65 l GMM25,lyE5UX44auY,2022-12-15T08:22:42Z,GMM25Thailand,UCTP5z0kFg6-nPcZ79gTC67Q,24,PT1H30M47S,16043,181,15
"Oh, no! Peanut isn’t feeling well?! | Me The People | JEFF DUNHAM",hy3AZhb0b6g,2022-12-15T14:00:11Z,Jeff Dunham,UC0NaWwWghJD37rMK2AYDidg,23,PT2M47S,12285,2728,88
What They Saw In The Middle Of The Ocean Left Everyone Speechless,oqchgboOalY,2022-12-15T13:00:53Z,BRAIN TIME,UC1Cp5caGwHvJZxHoevGoDdA,22,PT15M2S,11689,496,18
[#경주마] 금투세 유예 정말 안되나?｜네이버·카카오 동반 하락｜파월은 상승을 싫어해 (feat.박우신/김형철/김동엽),vUgHYzxXpMc,2022-12-15T10:00:23Z,한국경제TV,UCF8AeLlUbEpKju6v1H6p8Eg,25,PT50M52S,17905,674,122
(ENG) 아티스트 총집합! 2022 하이브 연말결산 시상식🏆 초특급 스페셜 MC의 깜.짝.등.장🎉,RpXrGxjsuYE,2022-12-15T11:00:08Z,혀니콤보 TV,UCppou5iYD1t_sMx2t_DHikw,10,PT15M8S,21015,3940,203
ساعد رفيقه يتزوج لكن هو رفض لسبب ما قاله لأحد ويوم اضطر يعلمه ما توقع اللي سواه |عبدالرحمن الدعيلج,2JrxHHY7g0Q,2022-12-15T11:16:48Z,شبكة المجد,UCwrOzs_R_1zmb5HZr3DDilg,22,PT9M41S,12510,824,41
Detik-detik Ledakan Dahsyat Terekam Kamera CCTV Terjadi di Nikopol,NCjGfC4loXs,2022-12-15T14:30:05Z,Tribun Timur,UCK6c4qk3hRaa6fMIEZrhiXQ,25,PT2M50S,9209,125,6
Find Someone Who Looks at You The Way MVL Looks At Najdorf,06rKoMVSZrg,2022-12-15T14:00:00Z,agadmator's Chess Channel,UCL5YbN5WLFD8dLIegT5QAbA,24,PT14M2S,8242,547,49
LIVE : ถอดรหัส อาเซียนเนื้อหอม  อียูลงทุนหมื่นล้านยูโร | คนชนข่าว | 15 ธ.ค. 65 เวลา 13.30-14.00 น.,K5UJhqu637c,2022-12-15T07:01:10Z,TNN Online,UCqUBA96OsqMgSFvTwLXY9yw,25,PT28M31S,7341,Disabled,6
Reunion Part 1,jnADueB4PNk,2022-10-21T17:15:00Z,Jersey Shore: Family Vacation,UC4znU9IJRhsK0_1OZAO0zXA,43,PT42M,Private,31,6
TYLER SHAW’S YOUTUBE PREMIUM AFTERPARTY,Umbqp33x0Z0,2022-05-26T15:21:16Z,Tyler Shaw,UCOgNf1taYmDyIn72eQ3gliw,24,PT12M27S,Private,164,9
Blue's Storytime with Camila,GfC_yjwRxqo,2022-10-04T04:02:02Z,Blue's Clues & You,UCyh0kdHZDZJT8BlB-zfYQ3Q,43,PT22M40S,Private,10,1
The Rebound,RZXF_17cxV8,2022-06-28T04:02:05Z,YouTube Movies,UCBRA_JQABgsSponzQo_oCSQ,30,PT1H34M40S,Private,80,7
What's In A Payne Name,VHUOQHR6xxE,2022-03-24T10:39:15Z,House Of Payne,UCBf_YqV0ncgyMaqwP1ADljg,43,PT21M48S,Private,17,0
Naked Gun 33 1/3: The Final Insult,bb9rY-vcDPU,2022-07-19T23:34:27Z,YouTube Movies,UCxVt1TpfHMLI_4zIfJDWRrQ,30,PT1H22M32S,Private,56,3
The Pit Stop - 60s Girl Groups,vXg4nyDqQMM,2022-03-05T05:02:01Z,RuPaul's Drag Race,UClFFbTu8FcaRYC5bv8-YqcA,43,PT27M49S,Private,9,0
Don't Take Me for Granted,Gzr-sfuWnU8,2022-09-15T05:29:29Z,90 Day Fiancé: Happily Ever After?,UCNjk5OEuQwJXhWfEf4mzLWg,43,PT1H25M41S,Private,3,0
Matter Of Time,AMh-MRond-Q,2022-08-01T11:03:13Z,Forensic Files II,UCfal3fyqsDyUSOJYZjBKKDQ,43,PT21M7S,Private,1,0
renewal/soul,2UbYeTskUlM,2022-04-05T04:02:04Z,The God of High School,UC3EBUgsW7SS2zyxu_PG-AVA,43,PT23M49S,Private,1,0
Alma Picked a Pepper/The Alma Train,eYd6BSwKjgg,2022-07-19T04:02:02Z,Alma's Way,UCG-ujl-0XWXhMvQq222rY6w,43,PT23M33S,Private,0,0
Habeas Tortoise,6I7NDJoW7gg,2022-09-26T04:02:03Z,The Simpsons,UCMs-C-vMWEEHQ07WB7w2Lgg,43,PT21M40S,Private,7,0
Amen...Send Money,2PFrJSyFXvc,2022-10-05T23:27:42Z,Miami Vice,UCJ7JJDJaelKgAcyrr2XtqcA,43,PT45M57S,Private,1,0
Tag Team,pSpXlKdfTwk,2022-08-25T04:02:02Z,MasterChef,UCrxcDvk0_TL5BzXdE2yLnqQ,43,PT42M19S,Private,1,0
The Philadelphia Experiment 2,QhkLwvbgE-c,2022-04-01T07:13:55Z,YouTube Movies,UCThWgCzkl6DVq_S7mFaYkaw,30,PT1H38M25S,Private,4,0
...And Nine Inches of Danger,SSZu5-P667A,2022-06-20T04:02:09Z,Tom Swift,UCajnJeltUTDMhO3AT8qKkqQ,43,PT41M53S,Private,1,0
LBJ vs. Goldwater,U0m4P2Cagzo,2022-10-24T04:02:02Z,Race for the White House,UCvSh9pmeeYCMLWUFZYZAS-g,43,PT42M7S,Private,0,0
The Root of the Problem,z3e6lFRKbQY,2022-10-23T04:02:02Z,Help! I Wrecked My House: Jasmine Buys a Cabin,UCqmR3dnL8PNHC6KY8hrZmwQ,43,PT43M8S,Private,1,0
The Wind Picked Up,eYx3W-mWk-g,2022-09-08T19:40:20Z,Teen Mom,UC5d0cthNUVmdCqVdZZYojOg,43,PT41M20S,Private,0,0
The Domain,W3nd-SLZCBA,2022-09-13T04:02:01Z,YouTube Movies,UCaF_0moIx4z4AD738OMLfEg,30,PT2H46M15S,Private,0,0
Looking for Friends,-e4UcPKdJT8,2022-08-31T03:39:40Z,Clannad: After Story,UC4HPrk1_d0fARx9hQsAkWAA,43,PT25M55S,Private,0,0
MacMost Ventura Course Lesson 10 – Notifications Center,YGRKOPFGHuE,2022-11-07T19:40:03Z,macmostvideo,UC5ZoLwtjX_7Zs8LoqpiLztQ,28,PT5M48S,3,0,0
